Button.left_dwell|Button.left_interval|Button.left_flight|Key.tab|Key.tab_dwell|Key.tab|Key.tab_interval|Key.tab|Key.tab_flight|Key.shift|Key.shift_dwell|Key.shift|Key.shift_interval|Key.shift|Key.shift_flight|Key.ctrl|Key.ctrl_dwell|Key.ctrl|Key.ctrl_interval|Key.ctrl|Key.ctrl_flight|Key.cmd|Key.cmd_dwell|Key.cmd|Key.cmd_interval|Key.cmd|Key.cmd_flight|Key.space|Key.space_dwell|Key.space|Key.space_interval|Key.space|Key.space_flight|Key.enter|Key.enter_dwell|Key.enter|Key.enter_interval|Key.enter|Key.enter_flight|Key.backspace|Key.backspace_dwell|Key.backspace|Key.backspace_interval|Key.backspace|Key.backspace_flight|ст_dwell_first|ст_dwell_second|ст_interval|ст_flight|ст_up_to_up|ст_latency|ен_dwell_first|ен_dwell_second|ен_interval|ен_flight|ен_up_to_up|ен_latency|ов_dwell_first|ов_dwell_second|ов_interval|ов_flight|ов_up_to_up|ов_latency|но_dwell_first|но_dwell_second|но_interval|но_flight|но_up_to_up|но_latency|ни_dwell_first|ни_dwell_second|ни_interval|ни_flight|ни_up_to_up|ни_latency|на_dwell_first|на_dwell_second|на_interval|на_flight|на_up_to_up|на_latency|ра_dwell_first|ра_dwell_second|ра_interval|ра_flight|ра_up_to_up|ра_latency|ко_dwell_first|ко_dwell_second|ко_interval|ко_flight|ко_up_to_up|ко_latency|то_dwell_first|то_dwell_second|то_interval|то_flight|то_up_to_up|то_latency|ро_dwell_first|ро_dwell_second|ро_interval|ро_flight|ро_up_to_up|ро_latency|ени_dwell_first|ени_dwell_second|ени_dwell_third|ени_interval_first|ени_interval_second|ени_flight_first|ени_flight_second|ени_up_to_up_first|ени_up_to_up_second|ени_latency|ост_dwell_first|ост_dwell_second|ост_dwell_third|ост_interval_first|ост_interval_second|ост_flight_first|ост_flight_second|ост_up_to_up_first|ост_up_to_up_second|ост_latency|ого_dwell_first|ого_dwell_second|ого_dwell_third|ого_interval_first|ого_interval_second|ого_flight_first|ого_flight_second|ого_up_to_up_first|ого_up_to_up_second|ого_latency|ств_dwell_first|ств_dwell_second|ств_dwell_third|ств_interval_first|ств_interval_second|ств_flight_first|ств_flight_second|ств_up_to_up_first|ств_up_to_up_second|ств_latency|ско_dwell_first|ско_dwell_second|ско_dwell_third|ско_interval_first|ско_interval_second|ско_flight_first|ско_flight_second|ско_up_to_up_first|ско_up_to_up_second|ско_latency|ста_dwell_first|ста_dwell_second|ста_dwell_third|ста_interval_first|ста_interval_second|ста_flight_first|ста_flight_second|ста_up_to_up_first|ста_up_to_up_second|ста_latency|ани_dwell_first|ани_dwell_second|ани_dwell_third|ани_interval_first|ани_interval_second|ани_flight_first|ани_flight_second|ани_up_to_up_first|ани_up_to_up_second|ани_latency|про_dwell_first|про_dwell_second|про_dwell_third|про_interval_first|про_interval_second|про_flight_first|про_flight_second|про_up_to_up_first|про_up_to_up_second|про_latency|ест_dwell_first|ест_dwell_second|ест_dwell_third|ест_interval_first|ест_interval_second|ест_flight_first|ест_flight_second|ест_up_to_up_first|ест_up_to_up_second|ест_latency|тор_dwell_first|тор_dwell_second|тор_dwell_third|тор_interval_first|тор_interval_second|тор_flight_first|тор_flight_second|тор_up_to_up_first|тор_up_to_up_second|тор_latency|is_insider
126.89|402.9|446.46|33|173.85|33|360.7|33|473.94|5|635.2|5|262.2|5|497.4|2|753.5|2|725.0|2|478.5|34|360.32|34|219.38|34|462.06|40|121.22|40|346.62|40|417.85|2|49.0|2|221.0|2|270.0|15|105.53|15|225.27|15|330.8|142.67|70.67|354.0|163.33|91.33|234.0|0|0|0|0|0|0|137.0|147.6|293.6|430.6|441.2|578.2|108.5|102.5|55.5|164.0|158.0|266.5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|126.5|124.5|90.0|216.5|214.5|341.0|106.0|138.5|955.5|61.5|94.0|200.0|112.12|144.88|860.12|97.25|130.0|242.12|0|0|0|0|0|0|0|0|0|0|102.5|144.0|64.0|358.5|521.0|461.0|165.0|502.5|85.0|690.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|106.67|88.0|155.33|49.0|974.33|155.67|62.33|137.0|129.67|373.33|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1
11.28|417.92|429.2|28|121.21|28|457.61|28|471.68|26|406.54|26|161.65|26|452.81|0|0|0|0|0|0|30|157.47|30|56.8|30|214.27|26|64.15|26|482.54|26|546.69|10|66.5|10|231.8|10|298.3|35|64.31|35|305.66|35|369.97|72.5|60.5|259.5|332.0|320.0|392.5|72.0|68.0|73.0|145.0|141.0|213.0|50.67|78.67|58.33|109.0|137.0|187.67|65.0|53.0|90.0|155.0|143.0|208.0|485.0|805.0|643.0|128.0|448.0|933.0|66.0|68.0|34.0|100.0|102.0|168.0|0|0|0|0|0|0|74.5|67.0|254.5|329.0|321.5|396.0|65.0|72.0|499.0|564.0|571.0|636.0|62.0|58.0|92.0|154.0|150.0|212.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|64.0|60.0|68.0|461.0|29.0|525.0|89.0|521.0|97.0|682.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|65.0|72.0|60.0|499.0|69.0|564.0|141.0|571.0|129.0|765.0|1
117.65|483.99|434.97|0|0|0|0|0|0|9|340.11|9|404.22|9|411.0|0|0|0|0|0|0|5|232.6|5|125.0|5|357.6|16|70.88|16|517.0|16|525.38|1|0.0|1|0.0|1|0.0|17|68.47|17|370.47|17|438.94|65.0|60.0|61.0|126.0|121.0|186.0|69.0|67.0|87.0|156.0|154.0|223.0|54.0|70.5|93.5|147.5|164.0|218.0|65.0|60.0|102.0|167.0|162.0|227.0|78.0|67.0|78.0|156.0|145.0|223.0|0|0|0|0|0|0|59.0|81.0|38.0|97.0|119.0|178.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|73.0|78.0|67.0|77.0|78.0|150.0|156.0|155.0|145.0|373.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|55.0|65.0|60.0|68.0|61.0|123.0|126.0|133.0|121.0|309.0|0|0|0|0|0|0|0|0|0|0|1
164.87|400.03|435.87|0|0|0|0|0|0|30|443.8|30|341.87|30|685.67|0|0|0|0|0|0|6|170.67|6|54.17|6|224.83|30|77.13|30|403.33|30|480.47|2|51.0|2|367.5|2|418.5|69|117.71|69|232.59|69|335.81|161.33|294.0|948.67|110.0|242.67|404.0|61.0|77.0|91.0|152.0|168.0|229.0|0|0|0|0|0|0|69.25|65.25|99.25|168.5|164.5|233.75|89.0|97.0|85.5|174.5|182.5|271.5|56.0|76.0|77.0|133.0|153.0|209.0|180.75|70.25|134.5|315.25|204.75|385.5|74.33|72.0|131.33|205.67|203.33|277.67|72.0|72.0|37.0|109.0|109.0|181.0|67.33|65.67|258.83|326.17|324.5|391.83|45.0|85.0|69.0|90.0|112.0|135.0|197.0|175.0|181.0|401.0|64.0|72.5|94.0|327.0|965.5|391.0|38.0|399.5|59.5|523.0|69.0|65.0|73.0|79.0|81.0|148.0|146.0|144.0|154.0|367.0|0|0|0|0|0|0|0|0|0|0|84.0|79.0|76.0|114.0|300.0|198.0|379.0|193.0|376.0|653.0|0|0|0|0|0|0|0|0|0|0|69.0|93.0|125.0|66.0|59.0|135.0|152.0|159.0|184.0|412.0|121.0|71.0|62.67|109.67|338.33|230.67|409.33|180.67|401.0|702.67|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1
157.96|365.86|445.39|15|111.13|15|186.07|15|297.2|1|132.0|1|24.0|1|156.0|0|0|0|0|0|0|7|330.71|7|158.14|7|346.0|19|92.84|19|347.42|19|440.26|14|73.43|14|642.93|14|502.07|29|174.66|29|187.28|29|361.93|84.0|83.5|230.5|314.5|314.0|398.0|84.0|97.0|3.0|87.0|100.0|184.0|81.33|92.17|59.83|141.17|152.0|233.33|80.0|72.0|104.0|184.0|176.0|256.0|125.0|98.5|729.75|104.75|78.25|203.25|80.75|73.25|19.5|100.25|92.75|173.5|67.0|76.0|989.0|56.0|65.0|132.0|76.33|80.0|371.0|114.0|117.67|194.0|111.0|109.0|964.0|75.0|73.0|184.0|108.8|75.8|607.0|115.8|82.8|191.6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|72.0|89.0|80.0|431.0|54.0|503.0|143.0|520.0|134.0|726.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|111.0|109.0|76.0|964.0|114.0|75.0|223.0|73.0|190.0|374.0|1
98.94|448.25|488.37|8|165.5|8|509.75|8|425.25|1|184.0|1|281.0|1|465.0|0|0|0|0|0|0|14|304.5|14|137.71|14|299.36|19|101.74|19|235.74|19|337.47|4|61.25|4|393.25|4|454.5|16|175.19|16|191.19|16|366.38|66.0|118.0|70.0|136.0|188.0|254.0|84.5|94.5|54.0|138.5|148.5|233.0|98.33|94.33|111.0|209.33|205.33|303.67|136.0|116.0|667.0|803.0|783.0|919.0|116.0|79.0|973.0|89.0|52.0|168.0|0|0|0|0|0|0|83.0|88.0|992.0|75.0|80.0|163.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|89.0|116.0|79.0|40.0|973.0|129.0|89.0|156.0|52.0|297.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|74.0|66.0|118.0|138.0|70.0|212.0|136.0|204.0|188.0|466.0|0|0|0|0|0|0|0|0|0|0|1
201.88|399.58|419.64|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9|236.78|9|55.67|9|292.44|60|92.45|60|308.13|60|400.58|2|42.0|2|133.5|2|175.5|24|95.08|24|157.62|24|252.71|110.57|116.14|50.57|161.14|166.71|277.29|81.0|98.5|70.5|151.5|169.0|250.0|87.0|85.0|95.0|182.0|180.0|267.0|79.12|74.38|178.88|133.0|128.25|207.38|117.0|73.5|984.5|101.5|58.0|175.0|92.0|88.0|27.0|119.0|115.0|207.0|94.71|74.57|241.71|193.57|173.43|268.14|89.75|79.75|492.5|82.25|72.25|162.0|104.67|81.0|675.0|113.0|89.33|194.0|78.5|77.0|147.0|142.17|140.67|219.17|78.0|129.0|72.0|97.0|976.0|175.0|105.0|226.0|48.0|352.0|75.25|70.0|112.25|69.25|30.75|144.5|100.75|139.25|143.0|357.5|71.33|70.67|84.0|94.33|74.33|165.67|145.0|165.0|158.33|394.67|0|0|0|0|0|0|0|0|0|0|99.0|92.0|78.5|98.5|488.5|197.5|80.5|190.5|67.0|356.5|101.0|72.0|88.0|0.0|147.0|101.0|219.0|72.0|235.0|408.0|76.0|105.0|75.0|43.0|993.0|119.0|98.0|148.0|68.0|292.0|110.67|76.33|76.5|356.5|226.17|133.83|135.83|99.5|136.0|346.17|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1
51.93|337.86|344.34|0|0|0|0|0|0|21|476.38|21|222.43|21|555.95|0|0|0|0|0|0|3|156.33|3|78.67|3|235.0|15|69.87|15|380.6|15|450.47|7|47.71|7|478.71|7|526.43|7|67.71|7|375.29|7|443.0|72.0|64.0|289.0|361.0|353.0|425.0|0|0|0|0|0|0|69.33|91.67|157.0|226.33|248.67|318.0|79.5|64.5|44.5|124.0|109.0|188.5|216.5|324.0|541.0|257.5|365.0|581.5|0|0|0|0|0|0|86.0|93.0|79.0|165.0|172.0|258.0|75.0|52.0|87.0|162.0|139.0|214.0|84.0|61.0|99.0|183.0|160.0|244.0|59.0|62.0|65.5|124.5|127.5|186.5|0|0|0|0|0|0|0|0|0|0|69.0|72.0|64.0|237.0|289.0|306.0|361.0|309.0|353.0|731.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|52.0|84.0|65.0|167.0|127.0|219.0|211.0|251.0|192.0|495.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|84.0|61.0|72.0|99.0|101.0|183.0|162.0|160.0|173.0|417.0|1
6.96|446.49|453.45|1|88.0|1|764.0|1|852.0|12|333.5|12|217.25|12|467.42|0|0|0|0|0|0|5|157.2|5|97.0|5|254.2|24|74.67|24|513.42|24|588.08|2|44.0|2|0.0|2|44.0|16|73.62|16|340.44|16|351.56|83.0|60.0|125.0|208.0|185.0|268.0|70.5|66.5|104.5|175.0|171.0|241.5|72.5|69.5|224.5|297.0|294.0|366.5|73.0|76.0|100.0|173.0|176.0|249.0|65.0|69.0|131.0|196.0|200.0|265.0|0|0|0|0|0|0|61.0|64.0|81.0|142.0|145.0|206.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|72.0|65.0|69.0|107.0|131.0|179.0|196.0|172.0|200.0|444.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|65.0|83.0|60.0|169.0|125.0|234.0|208.0|252.0|185.0|502.0|0|0|0|0|0|0|0|0|0|0|1
170.12|460.24|492.43|1|87.0|1|927.0|1|14.0|18|396.72|18|362.56|18|370.39|0|0|0|0|0|0|15|286.07|15|193.0|15|345.73|19|79.05|19|427.16|19|348.32|1|0.0|1|0.0|1|0.0|31|251.65|31|403.97|31|365.29|0|0|0|0|0|0|73.0|77.0|86.0|159.0|163.0|236.0|0|0|0|0|0|0|0|0|0|0|0|0|71.5|59.5|241.5|313.0|301.0|372.5|0|0|0|0|0|0|77.0|80.33|221.67|298.67|302.0|379.0|74.33|75.0|106.0|180.33|181.0|255.33|0|0|0|0|0|0|68.8|53.8|72.0|140.8|125.8|194.6|73.0|77.0|49.0|86.0|185.0|159.0|262.0|163.0|234.0|470.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|77.0|75.0|76.0|215.0|113.0|292.0|188.0|290.0|189.0|556.0|0|0|0|0|0|0|0|0|0|0|88.0|66.0|70.0|239.0|298.0|327.0|364.0|305.0|368.0|761.0|74.5|62.0|53.5|157.5|73.0|232.0|135.0|219.5|126.5|420.5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1
101.41|396.7|418.75|0|0|0|0|0|0|30|314.67|30|151.0|30|465.67|0|0|0|0|0|0|6|171.5|6|219.33|6|390.83|33|87.82|33|317.03|33|344.24|6|55.17|6|366.33|6|421.5|13|76.46|13|231.77|13|231.31|82.5|60.5|84.5|167.0|145.0|227.5|77.0|59.0|247.0|324.0|306.0|383.0|83.33|82.0|140.33|223.67|222.33|305.67|0|0|0|0|0|0|281.0|100.25|381.0|162.0|231.25|262.25|62.75|72.0|42.0|104.75|114.0|176.75|0|0|0|0|0|0|81.33|69.0|681.67|96.33|84.0|165.33|112.0|96.0|964.0|76.0|60.0|172.0|109.0|89.4|965.6|74.6|55.0|164.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|82.5|60.5|70.5|84.5|46.5|167.0|107.0|145.0|117.0|344.5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|112.0|96.0|80.0|964.0|49.0|76.0|145.0|60.0|129.0|301.0|1
136.96|433.0|454.58|0|0|0|0|0|0|7|527.29|7|453.14|7|551.86|2|484.5|2|356.0|2|340.5|5|251.2|5|163.0|5|214.2|18|81.28|18|385.0|18|355.17|1|0.0|1|0.0|1|0.0|8|79.25|8|275.75|8|355.0|96.0|104.0|27.0|123.0|131.0|227.0|69.5|67.0|91.5|161.0|158.5|228.0|71.5|69.5|93.0|164.5|162.5|234.0|68.0|71.0|88.0|156.0|159.0|227.0|73.0|72.0|36.0|109.0|108.0|181.0|0|0|0|0|0|0|61.0|62.0|45.0|106.0|107.0|168.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|72.0|73.0|72.0|92.0|36.0|164.0|109.0|165.0|108.0|345.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|84.0|96.0|104.0|148.0|27.0|232.0|123.0|244.0|131.0|459.0|0|0|0|0|0|0|0|0|0|0|1
140.07|587.78|445.24|0|0|0|0|0|0|15|359.8|15|432.6|15|459.07|1|513.0|1|841.0|1|354.0|12|396.42|12|270.58|12|333.67|24|85.21|24|319.21|24|362.75|4|44.25|4|278.0|4|322.25|18|70.67|18|203.72|18|274.39|338.0|98.5|244.5|82.5|343.0|181.0|72.5|78.5|44.0|116.5|122.5|195.0|0|0|0|0|0|0|69.0|72.0|118.0|187.0|190.0|259.0|96.0|117.0|3.0|99.0|120.0|216.0|64.0|64.0|30.0|94.0|94.0|158.0|56.0|74.0|29.0|85.0|103.0|159.0|84.0|52.0|14.0|98.0|66.0|150.0|113.5|98.5|958.5|72.0|57.0|170.5|122.0|85.0|956.0|78.0|41.0|163.0|68.0|96.0|117.0|33.0|3.0|101.0|99.0|129.0|120.0|317.0|72.0|84.0|92.0|324.0|38.0|396.0|122.0|408.0|130.0|610.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|89.0|96.0|101.0|30.0|952.0|119.0|48.0|126.0|53.0|268.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1
